Delito,SubDelito,Fecha,Hora,Victima,SubVictima,Edad,Genero,Nacionalidad,Provincia,Canton,
ASALTO,INTIMIDACION VERBAL,2023-05-28,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Desconocido,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,OTRO O INDETERMINADO,2022-08-25,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SANTA BARBARA,
ASALTO,OTRO O INDETERMINADO,2022-09-06,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,SAN RAMON,
ASALTO,OTRO O INDETERMINADO,2022-06-22,09:00:00 - 11:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,OTRO O INDETERMINADO,2022-12-14,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Desconocido,HOMBRE,Desconocido,SAN JOSE,DESAMPARADOS,
ASALTO,OTRO O INDETERMINADO,2022-12-23,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
ASALTO,OTRO O INDETERMINADO,2022-09-22,00:00:00 - 02:59:59,PERSONA,SIN CLASIFICAR [PERSONA],Desconocido,DESCONOCIDO,Desconocido,SAN JOSE,SAN JOSE,
ASALTO,OTRO O INDETERMINADO,2023-03-15,18:00:00 - 20:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,MUJER,NICARAGUA,SAN JOSE,SAN JOSE,
ASALTO,OTRO O INDETERMINADO,2023-05-12,00:00:00 - 02:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Desconocido,HOMBRE,NICARAGUA,CARTAGO,CARTAGO,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-06-05,12:00:00 - 14:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Menor de edad,HOMBRE,COSTA RICA,CARTAGO,LA UNION,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-06-04,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,CORREDORES,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-06-28,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Menor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-07-05,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,MATINA,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-07-06,18:00:00 - 20:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,SIQUIRRES,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-07-17,09:00:00 - 11:59:59,PERSONA,MENOR DE EDAD [PERSONA],Menor de edad,DESCONOCIDO,COSTA RICA,ALAJUELA,ALAJUELA,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-07-27,21:00:00 - 23:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-08-03,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,Desconocido,HEREDIA,BARVA,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-08-09,03:00:00 - 05:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-08-11,00:00:00 - 02:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Desconocido,DESCONOCIDO,Desconocido,PUNTARENAS,PUNTARENAS,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-08-21,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,CARRILLO,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-09-07,21:00:00 - 23:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Desconocido,HOMBRE,Desconocido,SAN JOSE,SAN JOSE,
HURTO,CON LLAVE,2022-07-01,03:00:00 - 05:59:59,PERSONA,CLIENTE HOTEL/MOTEL/PENSION [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,PUNTARENAS,
HURTO,CON LLAVE,2022-08-10,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,PAISES BAJOS (HOLANDA),PUNTARENAS,OSA,
HURTO,CON LLAVE,2022-09-28,18:00:00 - 20:59:59,PERSONA,CLIENTE BANCARIO [PERSONA],Adulto Mayor,HOMBRE,COSTA RICA,PUNTARENAS,QUEPOS,
HURTO,CON LLAVE,2022-11-22,00:00:00 - 02:59:59,PERSONA,CLIENTE HOTEL/MOTEL/PENSION [PERSONA],Mayor de edad,DESCONOCIDO,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CON LLAVE,2023-03-09,09:00:00 - 11:59:59,PERSONA,CLIENTE HOTEL/MOTEL/PENSION [PERSONA],Adulto Mayor,MUJER,COSTA RICA,PUNTARENAS,GARABITO,
HURTO,OTRO O INDETERMINADO,2022-07-21,15:00:00 - 17:59:59,PERSONA,ESTUDIANTE [PERSONA],Menor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,OTRO O INDETERMINADO,2022-08-07,18:00:00 - 20:59:59,PERSONA,CLIENTE HOTEL/MOTEL/PENSION [PERSONA],Desconocido,HOMBRE,ESTADOS UNIDOS,SAN JOSE,SAN JOSE,
HURTO,OTRO O INDETERMINADO,2022-08-07,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SAN RAFAEL,
HURTO,OTRO O INDETERMINADO,2022-09-10,21:00:00 - 23:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,OTRO O INDETERMINADO,2022-09-13,12:00:00 - 14:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,FLORES,
HURTO,OTRO O INDETERMINADO,2022-08-19,06:00:00 - 08:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,GARABITO,
HURTO,OTRO O INDETERMINADO,2022-10-19,00:00:00 - 02:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,MUJER,COSTA RICA,HEREDIA,SAN RAFAEL,
HURTO,OTRO O INDETERMINADO,2022-10-22,18:00:00 - 20:59:59,PERSONA,USUARIO SERVICIO PUBLICO/PRIVADO [PERSONA],Menor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,OTRO O INDETERMINADO,2022-10-25,18:00:00 - 20:59:59,PERSONA,CLIENTE HOTEL/MOTEL/PENSION [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,OTRO O INDETERMINADO,2022-12-17,21:00:00 - 23:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SANTA ANA,
HURTO,OTRO O INDETERMINADO,2023-01-23,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,OTRO O INDETERMINADO,2023-01-27,09:00:00 - 11:59:59,PERSONA,TURISTA/EXTRANJERO [PERSONA],Mayor de edad,HOMBRE,AUSTRIA,LIMON,TALAMANCA,
HURTO,OTRO O INDETERMINADO,2023-02-18,21:00:00 - 23:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SANTO DOMINGO,
HURTO,OTRO O INDETERMINADO,2023-03-09,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,CORREDORES,
HURTO,OTRO O INDETERMINADO,2023-03-31,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
HURTO,OTRO O INDETERMINADO,2023-04-01,00:00:00 - 02:59:59,PERSONA,TURISTA/EXTRANJERO [PERSONA],Mayor de edad,MUJER,NICARAGUA,LIMON,TALAMANCA,
HURTO,OTRO O INDETERMINADO,2023-04-08,12:00:00 - 14:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,GRECIA,
HURTO,OTRO O INDETERMINADO,2023-04-10,18:00:00 - 20:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,OTRO O INDETERMINADO,2023-04-18,06:00:00 - 08:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN RAMON,
HURTO,OTRO O INDETERMINADO,2023-04-18,15:00:00 - 17:59:59,PERSONA,TURISTA/EXTRANJERO [PERSONA],Mayor de edad,MUJER,ESPANA,LIMON,TALAMANCA,
HURTO,OTRO O INDETERMINADO,2023-04-13,21:00:00 - 23:59:59,PERSONA,CLIENTE BANCARIO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,OTRO O INDETERMINADO,2023-04-29,21:00:00 - 23:59:59,PERSONA,TURISTA/EXTRANJERO [PERSONA],Mayor de edad,HOMBRE,HUNGRIA,ALAJUELA,SAN CARLOS,
HURTO,OTRO O INDETERMINADO,2023-05-07,15:00:00 - 17:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,PUNTARENAS,
HURTO,RETIRO DE CAJERO AUTOMATICO,2022-06-01,03:00:00 - 05:59:59,PERSONA,USUARIO CAJERO AUTOMATICO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,GRECIA,
HURTO,RETIRO DE CAJERO AUTOMATICO,2022-06-20,06:00:00 - 08:59:59,PERSONA,CLIENTE BANCARIO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,RETIRO DE CAJERO AUTOMATICO,2022-10-02,00:00:00 - 02:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,CORREDORES,
HURTO,RETIRO DE CAJERO AUTOMATICO,2022-10-18,18:00:00 - 20:59:59,PERSONA,USUARIO CAJERO AUTOMATICO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,RETIRO DE CAJERO AUTOMATICO,2022-11-01,15:00:00 - 17:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,SAN CARLOS,
HURTO,RETIRO DE CAJERO AUTOMATICO,2022-11-30,09:00:00 - 11:59:59,PERSONA,CLIENTE BANCARIO [PERSONA],Adulto Mayor,DESCONOCIDO,COSTA RICA,LIMON,POCOCI,
HURTO,RETIRO DE CAJERO AUTOMATICO,2022-12-02,06:00:00 - 08:59:59,PERSONA,CLIENTE BANCARIO [PERSONA],Mayor de edad,MUJER,COSTA RICA,LIMON,POCOCI,
HURTO,RETIRO DE CAJERO AUTOMATICO,2022-11-22,00:00:00 - 02:59:59,PERSONA,CLIENTE BANCARIO [PERSONA],Adulto Mayor,MUJER,COSTA RICA,ALAJUELA,DESCONOCIDO,
HURTO,RETIRO DE CAJERO AUTOMATICO,2022-12-13,12:00:00 - 14:59:59,PERSONA,EMPRESARIO/COMERCIANTE [PERSONA],Adulto Mayor,DESCONOCIDO,COSTA RICA,ALAJUELA,SAN CARLOS,
HURTO,RETIRO DE CAJERO AUTOMATICO,2022-12-25,00:00:00 - 02:59:59,PERSONA,USUARIO CAJERO AUTOMATICO [PERSONA],Adulto Mayor,MUJER,COSTA RICA,SAN JOSE,DESAMPARADOS,
HURTO,RETIRO DE CAJERO AUTOMATICO,2022-12-02,00:00:00 - 02:59:59,PERSONA,CLIENTE BANCARIO [PERSONA],Adulto Mayor,DESCONOCIDO,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,RETIRO DE CAJERO AUTOMATICO,2022-12-27,12:00:00 - 14:59:59,PERSONA,USUARIO CAJERO AUTOMATICO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,RETIRO DE CAJERO AUTOMATICO,2023-04-24,15:00:00 - 17:59:59,PERSONA,MENOR DE EDAD [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
HURTO,RETIRO DE CAJERO AUTOMATICO,2023-05-26,18:00:00 - 20:59:59,PERSONA,CLIENTE BANCARIO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
HURTO,USO DE SOMNIFERO,2022-07-26,03:00:00 - 05:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HURTO,USO DE SOMNIFERO,2022-11-05,18:00:00 - 20:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
HURTO,USO DE SOMNIFERO,2023-03-05,21:00:00 - 23:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
HURTO,USO DE SOMNIFERO,2023-05-16,03:00:00 - 05:59:59,PERSONA,CLIENTE HOTEL/MOTEL/PENSION [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,GARABITO,
ROBO,CORTA CANDADOS,2023-05-02,12:00:00 - 14:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,BAGACES,
ROBO,ESCALAMIENTO,2022-06-03,15:00:00 - 17:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,DESCONOCIDO,COSTA RICA,SAN JOSE,PEREZ ZELEDON,
ROBO,ESCALAMIENTO,2023-04-06,09:00:00 - 11:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
ROBO,FORZADURA,2022-06-20,18:00:00 - 20:59:59,PERSONA,FINQUERO [PERSONA],Adulto Mayor,HOMBRE,COSTA RICA,PUNTARENAS,PUNTARENAS,
ROBO,FORZADURA,2022-07-12,00:00:00 - 02:59:59,PERSONA,FINQUERO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,LIBERIA,
ROBO,FORZADURA,2022-07-29,21:00:00 - 23:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,PEREZ ZELEDON,
ROBO,FORZADURA,2022-09-06,00:00:00 - 02:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,PEREZ ZELEDON,
ROBO,FORZADURA,2022-09-18,06:00:00 - 08:59:59,PERSONA,FINQUERO [PERSONA],Adulto Mayor,MUJER,COSTA RICA,GUANACASTE,LIBERIA,
ROBO,FORZADURA,2022-10-20,00:00:00 - 02:59:59,PERSONA,FINQUERO [PERSONA],Desconocido,HOMBRE,COSTA RICA,GUANACASTE,LIBERIA,
HURTO,CARTERISTA,2022-07-10,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-07-16,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SANTA ANA,
HURTO,CARTERISTA,2022-07-16,21:00:00 - 23:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,DESCONOCIDO,COSTA RICA,SAN JOSE,SANTA ANA,
HURTO,CARTERISTA,2022-07-17,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Menor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-07-18,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SANTA ANA,
HURTO,CARTERISTA,2022-07-24,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Menor de edad,HOMBRE,COSTA RICA,HEREDIA,BARVA,
HURTO,CARTERISTA,2022-07-25,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-07-29,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,HEREDIA,HEREDIA,
HURTO,CARTERISTA,2022-07-30,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,DESCONOCIDO,COSTA RICA,HEREDIA,BARVA,
HURTO,CARTERISTA,2022-07-31,15:00:00 - 17:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-08-01,06:00:00 - 08:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-07-30,21:00:00 - 23:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
HURTO,CARTERISTA,2022-08-02,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-08-02,18:00:00 - 20:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,CARTAGO,CARTAGO,
HURTO,CARTERISTA,2022-08-06,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-08-06,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-08-08,12:00:00 - 14:59:59,PERSONA,ESTUDIANTE [PERSONA],Mayor de edad,MUJER,COSTA RICA,CARTAGO,LA UNION,
HURTO,CARTERISTA,2022-08-13,21:00:00 - 23:59:59,PERSONA,USUARIO SERVICIO PUBLICO/PRIVADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
HURTO,CARTERISTA,2022-08-12,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-08-15,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,NICARAGUA,ALAJUELA,SAN CARLOS,
HURTO,CARTERISTA,2022-08-06,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-08-18,18:00:00 - 20:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-08-19,15:00:00 - 17:59:59,PERSONA,ESTUDIANTE [PERSONA],Menor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-08-19,12:00:00 - 14:59:59,PERSONA,ESTUDIANTE [PERSONA],Menor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-08-20,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,CHINA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-08-20,21:00:00 - 23:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,MUJER,COSTA RICA,HEREDIA,HEREDIA,
HURTO,CARTERISTA,2022-08-18,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-08-19,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Adulto Mayor,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-08-22,15:00:00 - 17:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Desconocido,DESCONOCIDO,Desconocido,SAN JOSE,SAN JOSE,
HURTO,CARTERISTA,2022-08-01,00:00:00 - 02:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-09-13,06:00:00 - 08:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,LIMON,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-09-23,09:00:00 - 11:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,PUNTARENAS,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-10-08,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,PUNTARENAS,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-10-08,18:00:00 - 20:59:59,PERSONA,DROGADICTO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,TIBAS,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-10-17,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,NICOYA,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-10-20,15:00:00 - 17:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SANTO DOMINGO,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-12-02,03:00:00 - 05:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,POCOCI,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2022-12-26,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Desconocido,HOMBRE,COSTA RICA,PUNTARENAS,GARABITO,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-01-13,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,ALAJUELA,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-01-18,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,ESCAZU,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-01-18,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Desconocido,HOMBRE,COSTA RICA,LIMON,MATINA,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-01-27,15:00:00 - 17:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Adulto Mayor,HOMBRE,COSTA RICA,LIMON,LIMON,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-02-02,15:00:00 - 17:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,LIMON,MATINA,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-02-19,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Desconocido,HOMBRE,NICARAGUA,ALAJUELA,UPALA,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-02-08,18:00:00 - 20:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,PARAISO,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-02-25,18:00:00 - 20:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-02-28,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,ALAJUELA,ALAJUELA,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-02-28,09:00:00 - 11:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,VASQUEZ DE CORONADO,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-03-06,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Desconocido,HOMBRE,Desconocido,ALAJUELA,LOS CHILES,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-03-06,12:00:00 - 14:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,LA UNION,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-03-23,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,DESCONOCIDO,COSTA RICA,LIMON,LIMON,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-03-30,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,CORREDORES,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-03-30,18:00:00 - 20:59:59,PERSONA,DELINCUENTE (RECONOCIDO) [PERSONA],Mayor de edad,DESCONOCIDO,COSTA RICA,LIMON,LIMON,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-04-05,21:00:00 - 23:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-04-12,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SARAPIQUI,
HOMICIDIO,AJUSTE DE CUENTAS/VENGANZA,2023-04-12,21:00:00 - 23:59:59,PERSONA,CLIENTE LOCAL COMERCIAL [PERSONA],Mayor de edad,DESCONOCIDO,COSTA RICA,LIMON,MATINA,
